Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Notes from original source,License URL
IC.TAX.OTHR.CP.ZS,CC BY-4.0,Other taxes payable by businesses (% of commercial profits),"Other taxes payable by businesses include the amounts paid for property taxes, turnover taxes, and other small taxes such as municipal fees and vehicle and fuel taxes.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"The data covering taxes payable by businesses, measure all taxes and contributions that are government mandated (at any level - federal, state, or local), apply to standardized businesses, and have an impact in their income statements. The taxes covered go beyond the definition of a tax for government national accounts (compulsory, unrequited payments to general government) and also measure any imposts that affect business accounts. The main differences are in labor contributions and value added taxes.

The data account for government-mandated contributions paid by the employer to a requited private pension fund or workers insurance fund but exclude value added taxes because they do not affect the accounting profits of the business - that is, they are not reflected in the income statement.","Low ratios of tax revenue to GDP may reflect weak administration and large-scale tax avoidance or evasion. Low ratios may also reflect a sizable parallel economy with unrecorded and undisclosed incomes. Tax revenue ratios tend to rise with income, with higher income countries relying on taxes to finance a much broader range of social services and social security than lower income countries are able to. The total tax rate payable by businesses provides a comprehensive measure of the cost of all the taxes a business bears. It differs from the statutory tax rate, which is the factor applied to the tax base. In computing business tax rates, actual tax payable is divided by commercial profit.

Taxes are the main source of revenue for most governments. The sources of tax revenue and their relative contributions are determined by government policy choices about where and how to impose taxes and by changes in the structure of the economy. Tax policy may reflect concerns about distributional effects, economic efficiency (including corrections for externalities), and the practical problems of administering a tax system. There is no ideal level of taxation. But taxes influence incentives and thus the behavior of economic actors and the economy's competitiveness.","To make the data comparable across countries, several assumptions are made about businesses. The main assumptions are that they are limited liability companies, they operate in the country's most populous city, they are domestically owned, they perform general industrial or commercial activities, and they have certain levels of start-up capital, employees, and turnover.

The Doing Business methodology on business taxes is consistent with the Total Tax Contribution framework developed by PricewaterhouseCoopers (now PwC), which measures the taxes that are borne by companies and that affect their income statements. However, PwC bases its calculation on data from the largest companies in the economy, while Doing Business focuses on a standardized medium-size company.",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.CRD.PRVT.ZS,CC BY-4.0,Private credit bureau coverage (% of adults),"Private credit bureau coverage reports the number of individuals or firms listed by a private credit bureau with current information on repayment history, unpaid debts, or credit outstanding. The number is expressed as a percentage of the adult population.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,,,,Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.WRH.PROC,CC BY-4.0,Procedures to build a warehouse (number),"Number of procedures to build a warehouse is the number of interactions of a company's employees or managers with external parties, including government agency staff, public inspectors, notaries, land registry and cadastre staff, and technical experts apart from architects and engineers.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

To build a simple commercial warehouse and connect it to water, sewerage and a fixed telephone line, many construction regulations are required. Construction regulation matters for public safety. If procedures are too complicated or costly, builders tend to proceed without a permit. By some estimates 60-80 percent of building projects in developing economies are undertaken without the proper permits and approvals. Good regulations help ensure the safety standards that protect the public while making the permitting process efficient, transparent and affordable. A procedure is any interaction of the building company’s employees, managers, or any party acting on behalf of the company, with external parties, including government agencies, notaries, the land registry, the cadastre, utility companies and public inspectors—and the hiring of external private inspectors and technical experts where needed. Interactions between company employees, such as development of the warehouse plans and inspections by the in-house engineer, are not counted as procedures. However, interactions with external parties that are required for the architect to prepare the plans and drawings (such as obtaining topographic or geological surveys), or to have such documents approved or stamped by external parties, are counted as procedures. Procedures that the company undergoes to connect the warehouse to water and sewerage are included. All procedures that are legally required and that are done in practice by the majority of companies to build a warehouse are counted, even if they may be avoided in exceptional cases. For example, obtaining technical conditions for electricity or a clearance of the electrical plans are counted as separate procedures if they are required for obtaining a building permit. Data starting in 2014 reflect the DB15-17 methodology change.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected. Please also see: https://www.doingbusiness.org/en/methodology/dealing-with-construction-permits","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.PRP.PROC,CC BY-4.0,Procedures to register property (number),Number of procedures to register property is the number of procedures required for a businesses to secure rights to property.,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

The indicator records the procedures necessary for a business to purchase a property from another business and to formally transfer the property title to the buyer's name. The process starts with obtaining the necessary documents, such as a copy of the seller's title, and ends when the buyer is registered as the new owner of the property. Every procedure required by law or necessary in practice is included, whether it is the responsibility of the seller or the buyer and even if it must be completed by a third party on their behalf.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected. Data starting in 2015 reflect the DB15-17 methodology change. Please also see: https://www.doingbusiness.org/en/methodology/registering-property","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.TAX.PRFT.CP.ZS,CC BY-4.0,Profit tax (% of commercial profits),Profit tax is the amount of taxes on profits paid by the business.,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"The data covering taxes payable by businesses, measure all taxes and contributions that are government mandated (at any level - federal, state, or local), apply to standardized businesses, and have an impact in their income statements. The taxes covered go beyond the definition of a tax for government national accounts (compulsory, unrequited payments to general government) and also measure any imposts that affect business accounts. The main differences are in labor contributions and value added taxes.

The data account for government-mandated contributions paid by the employer to a requited private pension fund or workers insurance fund but exclude value added taxes because they do not affect the accounting profits of the business - that is, they are not reflected in the income statement.","The total tax rate payable by businesses provides a comprehensive measure of the cost of all the taxes a business bears. It differs from the statutory tax rate, which is the factor applied to the tax base. In computing business tax rates, actual tax payable is divided by commercial profit.

Taxes are the main source of revenue for most governments. The sources of tax revenue and their relative contributions are determined by government policy choices about where and how to impose taxes and by changes in the structure of the economy. Tax policy may reflect concerns about distributional effects, economic efficiency (including corrections for externalities), and the practical problems of administering a tax system. There is no ideal level of taxation. But taxes influence incentives and thus the behavior of economic actors and the economy's competitiveness.","To make the data comparable across countries, several assumptions are made about businesses. The main assumptions are that they are limited liability companies, they operate in the country's most populous city, they are domestically owned, they perform general industrial or commercial activities, and they have certain levels of start-up capital, employees, and turnover. 

The Doing Business methodology on business taxes is consistent with the Total Tax Contribution framework developed by PricewaterhouseCoopers (now PwC), which measures the taxes that are borne by companies and that affect their income statements. However, PwC bases its calculation on data from the largest companies in the economy, while Doing Business focuses on a standardized medium-size company.",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.CRD.PUBL.ZS,CC BY-4.0,Public credit registry coverage (% of adults),"Public credit registry coverage reports the number of individuals and firms listed in a public credit registry with current information on repayment history, unpaid debts, or credit outstanding. The number is expressed as a percentage of the adult population.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,Please see: https://www.doingbusiness.org/en/methodology/getting-credit,"The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year. Data starting in 2013 reflect the DB15-17 methodology change.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IT.NET.SECR.P6,CC BY-4.0,Secure Internet servers (per 1 million people),"The number of distinct, publicly-trusted TLS/SSL certificates found in the Netcraft Secure Server Survey.",Netcraft (http://www.netcraft.com/) and World Bank population estimates.,Infrastructure: Communications,Annual,Weighted Average,"The survey examines the use of encrypted transactions through extensive automated exploration, tallying the number of web sites using HTTPS. This analysis relates to those sites found in the survey where the certificate is valid for the hostname, and the certificate has been issued from a publicly-trusted root. The indicator refers to valid, third-party certificates. Included are sites found in the survey where the common name in the certificate matched the hostname, and the certificate's digital signature was not detected as being self-signed. The location is derived from the hosting location of the sites using the certificates (rather than the countries indicated on the certificates themselves.) "Netcraft's survey counts (unique) valid certificates issued by widely-trusted third-party certification authorities. A certificate must be valid, that is it must be within its validity period (certificates are usually valid for up to 39 months), and the digital signatures on the certificate must check successfully. It must be issued by third party certificate issuer that is recognised by Netcraft. Netcraft investigate new issuers each month and determine whether they are third party issuers that could be expected to be trusted by some user base; CAs that issue only for one company are generally excluded, as are self-signed certificates." Netcraft note on the term “valid certificates": “There is nothing inherently "invalid" about private certification or self-signed certificates. But neither of these types of certificates are generally accepted by end-users' browsers, and browsers would typically report them as "invalid", so our terminology is consistent with normal user expectations.” [https://www.netcraft.com/] The data reflects the December survey in that year.","The quality of an economy's infrastructure, including power and communications, is an important element in investment decisions for both domestic and foreign investors. Government effort alone is not enough to meet the need for investments in modern infrastructure; public-private partnerships, especially those involving local providers and financiers, are critical for lowering costs and delivering value for money. In telecommunications, competition in the marketplace, along with sound regulation, is lowering costs, improving quality, and easing access to services around the globe. Today's smartphones and tablets have computer power equivalent to that of yesterday's computers and provide a similar range of functions. Device convergence is thus rendering the conventional definition obsolete.

Comparable statistics on access, use, quality, and affordability of ICT are needed to formulate growth-enabling policies for the sector and to monitor and evaluate the sector's impact on development. Although basic access data are available for many countries, in most developing countries little is known about who uses ICT; what they are used for (school, work, business, research, government); and how they affect people and businesses. The global Partnership on Measuring ICT for Development is helping to set standards, harmonize information and communications technology statistics, and build statistical capacity in developing countries. However, despite significant improvements in the developing world, the gap between the ICT haves and have-nots remains.

Access to telecommunication services rose on an unprecedented scale over the past two decades. This growth was driven primarily by wireless technologies and liberalization of telecommunications markets, which have enabled faster and less costly network rollout. Mobile communications have a particularly important impact in rural areas. The mobility, ease of use, flexible deployment, and relatively low and declining rollout costs of wireless technologies enable them to reach rural populations with low levels of income and literacy. The next billion mobile subscribers will consist mainly of the rural poor. Access is the key to delivering telecommunications services to people. If the service is not affordable to most people, goals of universal usage will not be met.

Over the past decade new financing and technology, along with privatization and market liberalization, have spurred dramatic growth in telecommunications in many countries. With the rapid development of mobile telephony and the global expansion of the Internet, information and communication technologies are increasingly recognized as essential tools of development, contributing to global integration and enhancing public sector effectiveness, efficiency, and transparency.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.REG.PROC,CC BY-4.0,Start-up procedures to register a business (number),"Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. The indicator measures the procedures, time, cost and paid-in minimum capital required for a small or medium-size limited liability company to start up and formally operate.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.REG.PROC.FE,CC BY-4.0,"Start-up procedures to register a business, female (number)","Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. This indicator measures the number of procedure for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city.  To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals.  The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.  

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.REG.PROC.MA,CC BY-4.0,"Start-up procedures to register a business, male (number)","Start-up procedures are those required to start a business, including interactions to obtain necessary permits and licenses and to complete all inscriptions, verifications, and notifications to start operations. Data are for businesses with specific characteristics of ownership, size, and type of production.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"This indicator measures the number of procedures for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city.  To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals. The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.","The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
IC.LGL.CRED.XQ,CC BY-4.0,Strength of legal rights index (0=weak to 12=strong),"Strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending. The index ranges from 0 to 12, with higher scores indicating that these laws are better designed to expand access to credit.","World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,Annual,Unweighted average,"Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected. Data starting in 2013 reflect the DB15-17 methodology change. For more information on methodology, see http://www.doingbusiness.org/Methodology/getting-credit#legalRights.","Access to finance can expand opportunities for all with higher levels of access and use of banking services associated with lower financing obstacles for people and businesses. A stable financial system that promotes efficient savings and investment is also crucial for a thriving democracy and market economy.

There are several aspects of access to financial services: availability, cost, and quality of services. The development and growth of credit markets depend on access to timely, reliable, and accurate data on borrowers' credit experiences. Access to credit can be improved by making it easy to create and enforce collateral agreements and by increasing information about potential borrowers' creditworthiness. Lenders look at a borrower's credit history and collateral. Where credit registries and effective collateral laws are absent - as in many developing countries - banks make fewer loans. Indicators that cover getting credit include the strength of legal rights index and the depth of credit information index.

The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.",Data are presented for the survey year instead of publication year.,,https://datacatalog.worldbank.org/public-licenses#cc-by
